vulnerability_id,vulnerability_type,triage_true_positive,ground_truth_vulnerability,filename,cwe
67a54cf2c7ab579e9eb39a17,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00087.java,614
67a54cf2c7ab579e9eb39a18,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00169.java,614
67a54cf2c7ab579e9eb39a19,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00170.java,614
67a54cf2c7ab579e9eb39a1a,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00241.java,614
67a54cf2c7ab579e9eb39a1b,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00300.java,614
67a54cf2c7ab579e9eb39a1c,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00348.java,614
67a54cf2c7ab579e9eb39a1d,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00403.java,614
67a54cf2c7ab579e9eb39a1e,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00491.java,614
67a54cf2c7ab579e9eb39a1f,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00565.java,614
67a54cf2c7ab579e9eb39a20,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00566.java,614
67a54cf2c7ab579e9eb39a21,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00736.java,614
67a54cf2c7ab579e9eb39a22,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00820.java,614
67a54cf2c7ab579e9eb39a23,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00821.java,614
67a54cf2c7ab579e9eb39a24,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00903.java,614
67a54cf2c7ab579e9eb39a25,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00977.java,614
67a54cf2c7ab579e9eb39a26,Insecure Cookie,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01061.java,614
