vulnerability_id,vulnerability_type,triage_true_positive,ground_truth_vulnerability,filename,cwe
67a54bea2d107a279f18a2bf,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02337.java,798
67a54bea2d107a279f18a2c0,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02003.java,798
67a54bea2d107a279f18a2c1,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02256.java,798
67a54bea2d107a279f18a2c2,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01279.java,798
67a54bea2d107a279f18a2c3,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00010.java,798
67a54bea2d107a279f18a2c4,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02434.java,798
67a54bea2d107a279f18a2c5,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01648.java,798
67a54bea2d107a279f18a2c6,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02618.java,798
67a54bea2d107a279f18a2c7,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00081.java,798
67a54bea2d107a279f18a2c8,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00416.java,798
67a54bea2d107a279f18a2c9,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00990.java,798
67a54bea2d107a279f18a2ca,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00750.java,798
67a54bea2d107a279f18a2cb,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02420.java,798
67a54bea2d107a279f18a2cc,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01701.java,798
67a54bea2d107a279f18a2cd,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02164.java,798
67a54bea2d107a279f18a2ce,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01871.java,798
67a54bea2d107a279f18a2cf,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01949.java,798
67a54bea2d107a279f18a2d0,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02700.java,798
67a54bea2d107a279f18a2d1,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01680.java,798
67a54bea2d107a279f18a2d2,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00421.java,798
67a54bea2d107a279f18a2d3,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00078.java,798
67a54bea2d107a279f18a2d4,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01453.java,798
67a54bea2d107a279f18a2d5,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02209.java,798
67a54bea2d107a279f18a2d6,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01932.java,798
67a54bea2d107a279f18a2d7,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01355.java,798
67a54bea2d107a279f18a2d8,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01705.java,798
67a54bea2d107a279f18a2d9,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02715.java,798
67a54bea2d107a279f18a2da,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00666.java,798
67a54bea2d107a279f18a2db,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01538.java,798
67a54bea2d107a279f18a2dc,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00245.java,798
67a54bea2d107a279f18a2dd,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02443.java,798
67a54bea2d107a279f18a2de,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00420.java,798
67a54bea2d107a279f18a2df,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01519.java,798
67a54bea2d107a279f18a2e0,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/helpers/HibernateUtil.java,798
67a54bea2d107a279f18a2e1,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00085.java,798
67a54bea2d107a279f18a2e2,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00248.java,798
67a54bea2d107a279f18a2e3,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00662.java,798
67a54bea2d107a279f18a2e4,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00913.java,798
67a54bea2d107a279f18a2e5,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02013.java,798
67a54bea2d107a279f18a2e6,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00168.java,798
67a54bea2d107a279f18a2e7,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02159.java,798
67a54bea2d107a279f18a2e8,Hardcoded Credential,FALSE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02040.java,798
67a54bea2d107a279f18a2e9,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01542.java,798
67a54bea2d107a279f18a2ea,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00506.java,798
67a54bea2d107a279f18a2eb,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02012.java,798
67a54bea2d107a279f18a2ec,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01431.java,798
67a54bea2d107a279f18a2ed,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00231.java,798
67a54bea2d107a279f18a2ee,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02011.java,798
67a54bea2d107a279f18a2ef,Hardcoded Credential,TRUE,TRUE,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02072.java,798
